filename,label
id2_id0_0003.mp4,FAKE
id1_id9_0007.mp4,FAKE
id4_0003.mp4,REAL
id1_id3_0001.mp4,FAKE
id0_id17_0006.mp4,FAKE
id7_0000.mp4,REAL
id3_0001.mp4,REAL
id0_id9_0002.mp4,FAKE
id10_0002.mp4,REAL
id1_id9_0004.mp4,FAKE
id1_id17_0009.mp4,FAKE
id0_id1_0002.mp4,FAKE
id13_0003.mp4,REAL
id1_id0_0002.mp4,FAKE
id1_id3_0004.mp4,FAKE
id9_0001.mp4,REAL
id12_0001.mp4,REAL
id1_id4_0009.mp4,FAKE
Id9_0006.mp4,REAL
id1_id17_0005.mp4,FAKE
id1_id4_0003.mp4,FAKE
id1_id9_0002.mp4,FAKE
id2_0002.mp4,REAL
id8_0008.mp4,REAL
id1_id6_0007.mp4,FAKE
id11_0005.mp4,REAL
id16_0001.mp4,REAL
id1_id3_0005.mp4,FAKE
id0_id17_0001.mp4,FAKE
id13_0001.mp4,REAL
id1_id0_0003.mp4,FAKE
id0_id9_0009.mp4,FAKE
id0_id9_0003.mp4,FAKE
id16_0010.mp4,REAL
id1_id17_0000.mp4,FAKE
id1_id9_0001.mp4,FAKE
id13_0007.mp4,REAL
id3_0009.mp4,REAL
id3_0000.mp4,REAL
id1_id0_0006.mp4,FAKE
id4_0001.mp4,REAL
id17_0000.mp4,REAL
id11_0002.mp4,REAL
id1_0001.mp4,REAL
id16_0002.mp4,REAL
id7_0007.mp4,REAL
id1_id17_0004.mp4,FAKE
id1_id17_0006.mp4,FAKE
id11_0006.mp4,REAL
Id3_0003.mp4,REAL
id6_0002.mp4,REAL
id0_id16_0009.mp4,FAKE
Id3_0002.mp4,REAL
id16_0000.mp4,REAL
id0_id6_0002.mp4,FAKE
id0_id9_0000.mp4,FAKE
id2_id0_0002.mp4,FAKE
id11_0009.mp4,REAL
id1_id3_0002.mp4,FAKE
id16_0004.mp4,REAL
id16_0005.mp4,REAL
id2_id0_0008.mp4,FAKE
id0_id17_0000.mp4,FAKE
id0_id9_0001.mp4,FAKE
id11_0010.mp4,REAL
id0_id16_0003.mp4,FAKE
id0_id3_0004.mp4,FAKE
id0_id1_0006.mp4,FAKE
id3_0004.mp4,REAL
id4_0005.mp4,REAL
id8_0001.mp4,REAL
id16_0008.mp4,REAL
id10_0001.mp4,REAL
id0_id17_0007.mp4,FAKE
id6_0001.mp4,REAL
id6_0003.mp4,REAL
id1_id0_0009.mp4,FAKE
id0_id17_0009.mp4,FAKE
id13_0012.mp4,REAL
id0_id1_0001.mp4,FAKE
id0_id1_0005.mp4,FAKE
Id11_0000.mp4,REAL
id2_id0_0005.mp4,FAKE
id2_id0_0000.mp4,FAKE
id1_id16_0005.mp4,FAKE
id1_0005.mp4,REAL
id1_id6_0003.mp4,FAKE
id2_0004.mp4,REAL
id0_id1_0009.mp4,FAKE
id0_id16_0000.mp4,FAKE
id1_id3_0007.mp4,FAKE
id1_id0_0000.mp4,FAKE
id4_0009.mp4,REAL
id6_0006.mp4,REAL
id16_0012.mp4,REAL
id12_0005.mp4,REAL
id0_id6_0006.mp4,FAKE
id1_id9_0009.mp4,FAKE
id11_0004.mp4,REAL
id0_id3_0002.mp4,FAKE
id1_0008.mp4,REAL
id4_0000.mp4,REAL
id0_id3_0003.mp4,FAKE
id1_id16_0009.mp4,FAKE
id12_0003.mp4,REAL
id4_0006.mp4,REAL
id9_0003.mp4,REAL
id7_0002.mp4,REAL
id1_id0_0004.mp4,FAKE
id0_id2_0005.mp4,FAKE
id1_id6_0006.mp4,FAKE
id4_0007.mp4,REAL
id0_0006.mp4,REAL
id0_id6_0001.mp4,FAKE
id10_0000.mp4,REAL
id1_id6_0005.mp4,FAKE
id1_0006.mp4,REAL
id1_id2_0007.mp4,FAKE
id1_id4_0002.mp4,FAKE
id0_id16_0001.mp4,FAKE
Id9_0008.mp4,REAL
id1_id2_0006.mp4,FAKE
id0_id2_0007.mp4,FAKE
id2_0000.mp4,REAL
id1_0004.mp4,REAL
id6_0005.mp4,REAL
id1_id4_0007.mp4,FAKE
id1_0000.mp4,REAL
id6_0009.mp4,REAL
id13_0006.mp4,REAL
id1_id9_0005.mp4,FAKE
id0_0003.mp4,REAL
id11_0001.mp4,REAL
id1_id17_0003.mp4,FAKE
id0_id17_0003.mp4,FAKE
id1_id4_0005.mp4,FAKE
id0_id9_0008.mp4,FAKE
id0_id17_0002.mp4,FAKE
id7_0004.mp4,REAL
id16_0011.mp4,REAL
id0_0009.mp4,REAL
id7_0001.mp4,REAL
id0_id3_0005.mp4,FAKE
id1_id2_0004.mp4,FAKE
id0_id1_0007.mp4,FAKE
id1_id16_0003.mp4,FAKE
id0_0008.mp4,REAL
id0_0001.mp4,REAL
id13_0013.mp4,REAL
id0_id17_0005.mp4,FAKE
id1_0003.mp4,REAL
id0_0007.mp4,REAL
id0_id16_0005.mp4,FAKE
id1_id6_0001.mp4,FAKE
id12_0002.mp4,REAL
id1_id9_0006.mp4,FAKE
id11_0003.mp4,REAL
id0_id3_0006.mp4,FAKE
